386820,386820,-nan,-nan,-6292741.6544055268
387321,387321,22.3685712670,114.1158534578,-68.8932768292
387322,387322,22.3685085463,114.1157504840,-55.2518674145
387323,387323,22.3685309094,114.1158099048,-37.3630934531
387324,387324,22.3685017792,114.1158731804,-3.6163751972
387325,387325,22.3684994663,114.1158226376,-3.4565371549
387326,387326,22.3685028843,114.1158437930,-22.0750116684
387327,387327,22.3684930228,114.1159246924,28.6501795854
387328,387328,22.3685060145,114.1159058895,34.4343074005
387329,387329,22.3685249995,114.1159276299,38.7760858460
387330,387330,22.3685344101,114.1159354661,12.9997659059
387331,387331,22.3685325120,114.1159540431,35.4097836135
387332,387332,22.3684676081,114.1159837276,46.4159697778
387333,387333,22.3684507716,114.1159956603,54.3997134277
387334,387334,22.3685009065,114.1160132651,50.7551571997
387335,387335,22.3685010494,114.1159934503,46.3834234808
387336,387336,22.3684883399,114.1159761594,48.5701158878
387337,387337,22.3684674258,114.1159728024,52.2659988347
387338,387338,22.3685045364,114.1159625829,36.5605349248
387339,387339,22.3684706450,114.1160143129,46.0201262058
387340,387340,22.3684654709,114.1160194378,49.1084403366
387341,387341,22.3684463452,114.1160416059,48.0820119875
387342,387342,22.3684430925,114.1160332673,49.4595548645
387343,387343,22.3684348458,114.1160120913,48.7531220893
387344,387344,22.3684330946,114.1160091151,40.7753577792
387345,387345,22.3684405647,114.1159915112,46.9405781743
387346,387346,22.3684288472,114.1159883285,41.9395297893
387347,387347,22.3684374801,114.1159526018,33.0872090175
387348,387348,22.3684233821,114.1159580432,34.4415999731
387349,387349,22.3684432489,114.1159654590,23.9069064930
387350,387350,22.3685228639,114.1159653484,-1.3891414467
387351,387351,22.3685064369,114.1159293229,1.3869203595
387352,387352,22.3684708830,114.1159371017,18.2731214580
387353,387353,22.3685029773,114.1159251556,-14.9762845123
387354,387354,22.3685229800,114.1158712025,-36.6300699320
387355,387355,22.3685192603,114.1158963791,13.8430100075
387356,387356,22.3685303827,114.1159338316,12.9289543336
387357,387357,22.3685372913,114.1159617470,2.5091124775
387358,387358,22.3685262322,114.1159655750,-23.2744550394
387359,387359,22.3685416956,114.1160237525,-21.4748791293
387360,387360,22.3685181314,114.1159543642,-18.6566121070
387361,387361,22.3685068715,114.1159302001,-19.5572297757
387362,387362,22.3684557160,114.1159635463,2.1881542296
387363,387363,22.3684341277,114.1159127596,5.1658769093
387364,387364,22.3683864452,114.1159360384,11.6866594750
387365,387365,22.3684238828,114.1159187699,19.3224048128
387366,387366,22.3685055846,114.1159491461,-3.9401669525
387367,387367,22.3685034328,114.1159437302,-0.6513833465
387368,387368,22.3685234307,114.1159326043,-13.7032372662
387369,387369,22.3685169136,114.1159732951,-28.3067603992
387370,387370,22.3685495479,114.1159898545,-47.5556173620
387371,387371,22.3686028202,114.1159761476,-47.1217391502
387372,387372,22.3685806072,114.1159143263,-36.7415352866
387373,387373,22.3684777736,114.1159587813,-13.4729413412
387374,387374,22.3683743508,114.1159577109,-2.3465310244
387375,387375,22.3683851528,114.1159676735,7.3235908733
387376,387376,22.3684098594,114.1159983388,43.4472864340
387377,387377,22.3684345586,114.1160344095,34.5375533157
387378,387378,22.3684665997,114.1159694745,32.0752365618
387379,387379,22.3685183041,114.1159912617,41.1179464262
387380,387380,22.3685327432,114.1159444816,23.9054753563
387381,387381,22.3684814396,114.1159751283,43.1333959498
387382,387382,22.3685253611,114.1159690924,24.7114481303
387383,387383,22.3685003309,114.1159610312,27.9663761909
387384,387384,22.3685045546,114.1160036217,48.6436685901
387385,387385,22.3685242263,114.1160200350,74.5242367073
387386,387386,-20.0361069741,2.8837825344,-2882655.9697385770
387387,387387,22.3686350060,114.1161909034,88.7232752769
387388,387388,22.3685050659,114.1160930068,75.1871592855
387389,387389,-nan,-nan,-6292741.6544055268
387390,387390,-nan,-nan,-6292741.6544055268
387391,387391,-nan,-nan,-6292741.6544055268
387392,387392,-nan,-nan,-6292741.6544055268
387393,387393,-nan,-nan,-6292741.6544055268
387394,387394,22.3686567381,114.1160645631,67.3006776915
387395,387395,22.3687280161,114.1160013278,33.4720723454
387396,387396,22.3688290983,114.1159555215,1.1086862486
387397,387397,22.3687593835,114.1159427665,20.9599335034
387398,387398,22.3687370416,114.1158910944,16.0547735103
387399,387399,22.3687702013,114.1158545647,-1.9023829302
387400,387400,22.3685772502,114.1159523825,67.7505108674
387401,387401,22.3685508506,114.1158923896,55.5143956719
387402,387402,-nan,-nan,-6292741.6544055268
387403,387403,-nan,-nan,-6292741.6544055268
387404,387404,-nan,-nan,-6292741.6544055268
387405,387405,22.3686832872,114.1157744880,3.5435072360
387406,387406,-15.4637929763,82.7931728948,-1935164.4061342150
387407,387407,-nan,-nan,-6292741.6544055268
387408,387408,-nan,-nan,-6292741.6544055268
387409,387409,-nan,-nan,-6292741.6544055268
387410,387410,-nan,-nan,-6292741.6544055268
387411,387411,-nan,-nan,-6292741.6544055268
387412,387412,-nan,-nan,-6292741.6544055268
387413,387413,-nan,-nan,-6292741.6544055268
387414,387414,-nan,-nan,-6292741.6544055268
387415,387415,-nan,-nan,-6292741.6544055268
387416,387416,-nan,-nan,-6292741.6544055268
387417,387417,-nan,-nan,-6292741.6544055268
387418,387418,-nan,-nan,-6292741.6544055268
387419,387419,-nan,-nan,-6292741.6544055268
387420,387420,-nan,-nan,-6292741.6544055268
387421,387421,-nan,-nan,-6292741.6544055268
387422,387422,-nan,-nan,-6292741.6544055268
387423,387423,-nan,-nan,-6292741.6544055268
387424,387424,-nan,-nan,-6292741.6544055268
387425,387425,-nan,-nan,-6292741.6544055268
387426,387426,-nan,-nan,-6292741.6544055268
387427,387427,-nan,-nan,-6292741.6544055268
387428,387428,-nan,-nan,-6292741.6544055268
387429,387429,-nan,-nan,-6292741.6544055268
387430,387430,-nan,-nan,-6292741.6544055268
387431,387431,-nan,-nan,-6292741.6544055268
387432,387432,-nan,-nan,-6292741.6544055268
387433,387433,-nan,-nan,-6292741.6544055268
387434,387434,-nan,-nan,-6292741.6544055268
387435,387435,-nan,-nan,-6292741.6544055268
387436,387436,-nan,-nan,-6292741.6544055268
387437,387437,-nan,-nan,-6292741.6544055268
387438,387438,-nan,-nan,-6292741.6544055268
387439,387439,-nan,-nan,-6292741.6544055268
387440,387440,-nan,-nan,-6292741.6544055268
387441,387441,-nan,-nan,-6292741.6544055268
387443,387443,-nan,-nan,-6292741.6544055268
387444,387444,-nan,-nan,-6292741.6544055268
387445,387445,-nan,-nan,-6292741.6544055268
387446,387446,-nan,-nan,-6292741.6544055268
387447,387447,-nan,-nan,-6292741.6544055268
387448,387448,-nan,-nan,-6292741.6544055268
387449,387449,-nan,-nan,-6292741.6544055268
387450,387450,-nan,-nan,-6292741.6544055268
387451,387451,-nan,-nan,-6292741.6544055268
387453,387453,-nan,-nan,-6292741.6544055268
387454,387454,-nan,-nan,-6292741.6544055268
387455,387455,-nan,-nan,-6292741.6544055268
387456,387456,-nan,-nan,-6292741.6544055268
387457,387457,-nan,-nan,-6292741.6544055268
387458,387458,-nan,-nan,-6292741.6544055268
387459,387459,-nan,-nan,-6292741.6544055268
387460,387460,-nan,-nan,-6292741.6544055268
387461,387461,-nan,-nan,-6292741.6544055268
387462,387462,-nan,-nan,-6292741.6544055268
387463,387463,-nan,-nan,-6292741.6544055268
387464,387464,-nan,-nan,-6292741.6544055268
387465,387465,-nan,-nan,-6292741.6544055268
387466,387466,-nan,-nan,-6292741.6544055268
387467,387467,-nan,-nan,-6292741.6544055268
387468,387468,-nan,-nan,-6292741.6544055268
387469,387469,-nan,-nan,-6292741.6544055268
387470,387470,-nan,-nan,-6292741.6544055268
387471,387471,-nan,-nan,-6292741.6544055268
387472,387472,-nan,-nan,-6292741.6544055268
387473,387473,-nan,-nan,-6292741.6544055268
387474,387474,-nan,-nan,-6292741.6544055268
387475,387475,-nan,-nan,-6292741.6544055268
387476,387476,-nan,-nan,-6292741.6544055268
387477,387477,-nan,-nan,-6292741.6544055268
387478,387478,-nan,-nan,-6292741.6544055268
387479,387479,-nan,-nan,-6292741.6544055268
387480,387480,-nan,-nan,-6292741.6544055268
387481,387481,-nan,-nan,-6292741.6544055268
387482,387482,-nan,-nan,-6292741.6544055268
387483,387483,22.3672226166,114.1158748694,129.4403574092
387484,387484,22.3669411600,114.1157245047,83.6541318591
387485,387485,22.3669682682,114.1155332681,35.5094401645
387486,387486,22.3675009080,114.1154760094,45.3192051577
387487,387487,22.3674531430,114.1154985375,50.2973287087
387488,387488,22.3675400096,114.1154807254,63.3055821702
387489,387489,22.3680880539,114.1154547436,75.2995066466
387490,387490,22.3691602091,114.1151302274,38.0471431196
387491,387491,22.3691211936,114.1151119226,29.4161394416
387492,387492,22.3695277126,114.1149374723,-14.2499817754
387493,387493,22.3691098621,114.1151033228,27.7306599690
387494,387494,22.3691869014,114.1150079808,29.7260849188
387495,387495,22.3696633200,114.1148322785,-44.2543892953
387496,387496,22.3692241846,114.1150009180,23.0782754501
387497,387497,22.3692354977,114.1149769678,23.8770327281
387498,387498,22.3692405428,114.1149337951,15.0173892261
387499,387499,22.3692732542,114.1149530569,16.0874113184
387500,387500,22.3693098283,114.1149693984,17.4440440586
387501,387501,22.3693437754,114.1149725538,24.7826257121
387502,387502,22.3692686939,114.1149114435,11.9736454142
387503,387503,22.3692754335,114.1148823550,12.0147045248
387504,387504,22.3692521372,114.1149344683,44.6318156277
387505,387505,22.3692973606,114.1148063692,-9.5487516625
387506,387506,22.3692844745,114.1148097647,-2.4995162189
387507,387507,22.3693148311,114.1148263430,-1.6270169137
387508,387508,22.3693247855,114.1148221526,7.0722216015
387509,387509,22.3692967064,114.1148007697,12.1528211218
387510,387510,22.3692720793,114.1148008173,25.9709619452
387511,387511,22.3691631141,114.1148836209,84.7442820190
387512,387512,22.3692539877,114.1147562976,17.3369882536
387513,387513,22.3692622467,114.1147687102,20.9367891574
387514,387514,22.3692626535,114.1147444128,16.1477881873
387515,387515,22.3692429585,114.1146717838,-0.9955427648
387516,387516,22.3692569944,114.1146879866,4.4515082186
387517,387517,22.3692232581,114.1146496993,6.7798118217
387518,387518,22.3693495474,114.1148235452,38.3507768577
387519,387519,22.3692388992,114.1147150283,36.2471762526
387520,387520,22.3692845793,114.1148045514,53.9388812400
387521,387521,22.3692391584,114.1147633564,60.3147023562
387522,387522,22.3692413843,114.1147652500,64.9177310070
387523,387523,22.3692669624,114.1147088368,47.9423615480
387524,387524,22.3692699243,114.1146901758,43.4699364671
387525,387525,22.3692824265,114.1146678769,42.2912333776
387526,387526,22.3693487187,114.1147574368,46.0261595097
387527,387527,22.3693585107,114.1147239547,36.2742130276
387528,387528,22.3696487472,114.1151319612,-32.7028449826
387529,387529,22.3696048666,114.1150451534,-23.6827526868
387530,387530,22.3694227764,114.1147474212,2.0008204594
387531,387531,22.3693316664,114.1145895008,30.4049741193
387532,387532,22.3693259495,114.1145692478,37.0222174093
387533,387533,22.3693146973,114.1145514957,42.1088561828
387534,387534,22.3693213501,114.1145363341,39.1477430121
387535,387535,22.3693136049,114.1144853698,35.4077650649
387536,387536,22.3693312168,114.1144529729,26.2998600746
387537,387537,22.3692995632,114.1147307209,149.1060586673
387538,387538,-nan,-nan,-6292741.6544055268
387539,387539,-nan,-nan,-6292741.6544055268
387540,387540,-nan,-nan,-6292741.6544055268
387541,387541,-nan,-nan,-6292741.6544055268
387542,387542,-nan,-nan,-6292741.6544055268
387543,387543,-nan,-nan,-6292741.6544055268
387544,387544,-nan,-nan,-6292741.6544055268
387545,387545,-nan,-nan,-6292741.6544055268
387546,387546,-nan,-nan,-6292741.6544055268
387547,387547,-nan,-nan,-6292741.6544055268
387548,387548,-nan,-nan,-6292741.6544055268
387549,387549,-nan,-nan,-6292741.6544055268
387550,387550,-nan,-nan,-6292741.6544055268
387551,387551,22.3694300209,114.1142637155,-1.9806566725
387552,387552,-nan,-nan,-6292741.6544055268
387553,387553,-nan,-nan,-6292741.6544055268
387554,387554,-nan,-nan,-6292741.6544055268
387555,387555,-nan,-nan,-6292741.6544055268
387556,387556,22.3694727559,114.1144247957,158.4996184379
387557,387557,22.3694579764,114.1148207659,347.9683504508
387558,387558,22.3695441337,114.1143728066,71.8317171945
387559,387559,22.3694239454,114.1147568159,331.3130036618
387560,387560,22.3694203840,114.1146749927,294.2067639400
387561,387561,22.3694394645,114.1144023228,178.9731076858
387562,387562,22.3695318316,114.1142598581,43.3609937954
387563,387563,22.3695173595,114.1143212074,56.9454249099
387564,387564,22.3695295271,114.1143044661,51.2448551882
387565,387565,22.3695434831,114.1142750325,43.4157074212
387566,387566,22.3695766681,114.1140944008,-56.0003808338
387567,387567,22.3695893286,114.1144292269,162.5033929782
387568,387568,22.3695216559,114.1144788328,192.5479375614
387569,387569,22.3695438586,114.1148587069,391.1900985785
387570,387570,22.3695632167,114.1142688134,57.4033557497
387571,387571,22.3695966553,114.1143278744,74.7396548981
387572,387572,22.3695671375,114.1145126003,202.0050653816
387573,387573,22.3695381478,114.1144723140,155.1956767425
387574,387574,22.3695534482,114.1145181736,201.8110996283
387575,387575,22.3695741990,114.1143631620,79.5795005813
387576,387576,22.3694773901,114.1143123695,109.9231455939
387577,387577,-nan,-nan,-nan
387578,387578,22.3694440008,114.1145966104,224.3811851783
387579,387579,22.3695498097,114.1143978531,117.0849990202
387580,387580,-nan,-nan,-nan
387581,387581,22.3694323572,114.1145935021,281.2955634737
387582,387582,22.3693460557,114.1143270897,39.0954533659
387583,387583,22.3693906102,114.1145944224,270.5541948781
387584,387584,22.3693799743,114.1146277559,284.0117074831
387585,387585,22.3694703677,114.1145397418,191.3861638091
387586,387586,22.3695209412,114.1145450913,219.7396042234
387587,387587,22.3695350698,114.1144175448,145.8879089965
387588,387588,22.3695378811,114.1144619221,182.8177158597
387589,387589,22.3695393116,114.1145251709,229.8901493476
387590,387590,22.3695305716,114.1146092317,283.4770383842
387591,387591,22.3695261565,114.1145621947,276.3100827888
387592,387592,22.3694463841,114.1141925440,-49.5831380074
387593,387593,22.3694608231,114.1145128850,254.0447200853
387594,387594,22.3694456737,114.1146173646,280.2041407197
387595,387595,22.3693829920,114.1147504374,381.3670871935
387596,387596,22.3693478229,114.1147332066,398.3747478879
387597,387597,22.3692280936,114.1151770969,572.2208871053
387598,387598,22.3694490019,114.1142422228,81.3140146103
387599,387599,22.3690105975,114.1151321572,697.6444646587
387600,387600,22.3695103027,114.1141906762,53.2652298641
387601,387601,22.3695067286,114.1140759947,5.0018105451
387602,387602,22.3695747493,114.1140979552,-17.2250118966
387603,387603,22.3695916108,114.1140617958,-30.6355767244
387604,387604,22.3695609265,114.1141186647,4.6039123773
387605,387605,22.3695494979,114.1141240562,-0.1740826242
387606,387606,22.3695188099,114.1141626526,22.4154909958
387607,387607,22.3694910788,114.1141781265,54.2172644885
387608,387608,22.3694712029,114.1141617131,45.9623510558
387609,387609,22.3694688742,114.1141856894,47.2340602323
387610,387610,22.3694643587,114.1142011740,52.2712871020
387611,387611,22.3694766627,114.1142216753,53.7526898317
387612,387612,22.3694545547,114.1142817460,81.9948237214
387613,387613,22.3694899293,114.1142164548,57.8659645877
387614,387614,22.3694597938,114.1142715820,96.7908127153
387615,387615,22.3694879800,114.1142307786,73.7013418845
387616,387616,22.3694165485,114.1143631752,154.0751864657
387617,387617,22.3694423958,114.1143657005,150.8153033717
387618,387618,22.3694444781,114.1142873160,88.3399268289
387619,387619,22.3693787312,114.1145459862,266.3334379610
387620,387620,22.3694707630,114.1143695482,142.3741083736
387621,387621,22.3694745536,114.1143505858,130.4622407056
387622,387622,22.3694562771,114.1143734698,138.4318828526
387623,387623,22.3694166946,114.1143979384,181.2280199460
387624,387624,22.3694363198,114.1145085653,231.4911026174
387625,387625,22.3694537608,114.1145973127,277.5689722891
387626,387626,22.3693098129,114.1148493631,440.6939988575
387627,387627,22.3694864940,114.1143933235,144.4336993787
387628,387628,22.3694606104,114.1143950133,159.1085522833
387629,387629,22.3692813016,114.1147372972,395.8598817310
387630,387630,22.3694482771,114.1143374193,105.5956343784
387631,387631,22.3695890902,114.1141497684,-13.5951585104
387632,387632,22.3695794846,114.1141741531,-3.4496598206
387633,387633,22.3695047518,114.1140027659,-37.1125659621
387634,387634,22.3695320214,114.1141004599,-7.5158711026
387635,387635,22.3695318634,114.1141850061,27.0057532034
387636,387636,22.3695078920,114.1142304293,54.8458987691
387637,387637,22.3695416527,114.1142365178,50.9654013835
387638,387638,22.3695295915,114.1143535761,98.1528226928
387639,387639,22.3695945941,114.1143853534,80.4796005621
387640,387640,22.3695664322,114.1143654306,79.7894949302
387641,387641,22.3695609702,114.1143626796,75.5970247088
387642,387642,22.3695654495,114.1144927210,139.9806640016
387643,387643,22.3696214393,114.1145442541,158.3829868880
387644,387644,22.3695416721,114.1146353883,189.3384230421
387645,387645,22.3695735979,114.1145941739,232.7475889393
387646,387646,22.3695736440,114.1143039927,130.5467208667
387647,387647,22.3696142227,114.1141153152,-19.2613755571
387648,387648,22.3696371033,114.1144359701,211.9727365720
387649,387649,22.3696471872,114.1144777374,226.2095074958
387650,387650,22.3696297576,114.1144660029,224.4822060963
387651,387651,22.3696250447,114.1141530777,-18.5770258596
387652,387652,22.3693301837,114.1146009536,317.3428379982
387653,387653,22.3696473060,114.1140917272,-59.0105162295
387654,387654,22.3696463393,114.1144753376,228.8807773978
387655,387655,22.3696846884,114.1152374088,855.1450687189
387656,387656,22.3694397246,114.1148625064,261.8581680774
387657,387657,-nan,-nan,-6292741.6544055268
387658,387658,22.3694881646,114.1143762294,108.7407961061
387659,387659,22.3694351919,114.1144732943,144.8434566636
387660,387660,22.3694595562,114.1145208071,144.9624454407
387661,387661,22.3694790382,114.1143446219,70.5981045559
387662,387662,22.3694542217,114.1146596866,231.6182113367
387663,387663,22.3694427748,114.1143747393,116.6052603006
387664,387664,22.3694735429,114.1143211000,76.4070724534
387665,387665,22.3694760159,114.1142825469,67.4702895614
387666,387666,22.3694584729,114.1146685381,260.7846583309
387667,387667,22.3694497690,114.1143515831,99.8957375442
387668,387668,22.3693877888,114.1146219385,224.5712723801
387669,387669,22.3693604008,114.1144552608,174.1167125410
387670,387670,22.3694239696,114.1144175713,100.3106582330
387671,387671,22.3694239388,114.1146011316,211.9612486620
387672,387672,22.3694392006,114.1146573627,239.8108810749
387673,387673,22.3694739114,114.1144668025,186.2853662621
387674,387674,22.3694854819,114.1143104224,104.4487656301
387675,387675,22.3695017637,114.1142931850,89.8885001908
387676,387676,22.3694847607,114.1143476801,104.1989129902
387677,387677,22.3695413961,114.1142726310,65.6906383372
387678,387678,22.3695318656,114.1142956109,43.1317274670
387679,387679,22.3695462364,114.1143013614,43.7182494410
387680,387680,22.3696523645,114.1141573685,-48.6618784902
387681,387681,22.3693491620,114.1145211102,215.1647320788
387682,387682,22.3694893957,114.1142688705,57.2563489660
387683,387683,22.3695114979,114.1141533494,18.1442093059
387684,387684,22.3695488027,114.1141373869,6.8130654683
387685,387685,22.3695468288,114.1142762244,36.3909141153
387686,387686,22.3695391617,114.1143550000,82.3909653852
387687,387687,22.3694112238,114.1146529042,196.5676598728
387688,387688,22.3695524669,114.1142253058,68.9476218187
387689,387689,22.3695039915,114.1145466011,215.4422989787
387690,387690,22.3695220916,114.1146226519,249.3241775375
387691,387691,22.3695392051,114.1143539923,86.4160325739
387692,387692,22.3695935034,114.1143875441,137.9015704157
387693,387693,22.3695396433,114.1146859351,323.1615663041
387694,387694,22.3695825428,114.1145272063,222.3299556353
387695,387695,22.3695680178,114.1146195450,265.6062357296
387696,387696,-nan,-nan,-6292741.6544055268
387697,387697,22.3693301789,114.1144031594,166.3329864342
387698,387698,22.3694171286,114.1144374581,198.7655596987
387699,387699,22.3694909633,114.1143921896,136.4115426512
387700,387700,22.3694999578,114.1142995904,78.7898728211
387701,387701,22.3694446986,114.1143936243,138.4889379656
387702,387702,22.3694325129,114.1144369367,187.7060517025
387703,387703,22.3694551472,114.1143174735,112.4379602114
387704,387704,22.3694414426,114.1144375380,151.2498388461
387705,387705,22.3694348784,114.1145646378,195.9843591451
387706,387706,22.3694063510,114.1147717821,247.1182631638
387707,387707,22.3694535377,114.1149274059,388.3264274203
387708,387708,22.3694838109,114.1147943247,374.8618984414
387709,387709,-nan,-nan,-6292741.6544055268
387710,387710,22.3694725891,114.1143832736,98.2569048272
387711,387711,22.3694908747,114.1143855936,94.1764739910
387712,387712,22.3693242915,114.1146162584,334.3717173580
387713,387713,22.3693218105,114.1149618219,413.1043225324
387714,387714,22.3694580503,114.1144260789,180.7113346849
387715,387715,22.3694327890,114.1143560142,162.4031746956
387716,387716,22.3693230364,114.1151366274,439.5054546101
387717,387717,22.3693709157,114.1148628044,282.8629273458
387718,387718,22.3694156459,114.1147750121,249.4149612169
387719,387719,22.3693556752,114.1148268376,360.1923667484
387720,387720,22.3693596734,114.1148513439,366.8533716624
387721,387721,22.3694208487,114.1144584967,191.7548744211
387722,387722,-nan,-nan,-nan
387723,387723,22.3693461024,114.1146424924,302.6043836492
387724,387724,22.3694969926,114.1143319881,77.2628021933
387725,387725,22.3694659208,114.1143014733,70.2310751470
387726,387726,22.3694515288,114.1143816076,100.5788071228
387727,387727,22.3694706230,114.1143175073,101.8389331186
387728,387728,22.3694717753,114.1142005039,68.7740863287
387729,387729,22.3695165494,114.1141926510,63.8405911215
387730,387730,22.3694592589,114.1143041262,116.5895944056
387731,387731,22.3694554688,114.1143353935,122.2043487865
387732,387732,22.3694284817,114.1143266254,132.7675797170
387733,387733,22.3694411968,114.1142616624,109.2695219466
387734,387734,22.3693987850,114.1141694497,54.8943111852
387735,387735,22.3694581838,114.1141605650,30.0520097497
387736,387736,22.3694529974,114.1142431575,67.7974855022
387737,387737,22.3694652440,114.1143900212,138.1049673376
387738,387738,22.3694599287,114.1142931776,108.0765274661
387739,387739,22.3693093304,114.1146307872,334.4565633735
387740,387740,22.3693888140,114.1144587186,181.9475278418
387741,387741,22.3694034751,114.1145421331,159.1427452843
387742,387742,22.3694014288,114.1145229497,169.5591574017
387743,387743,22.3694431559,114.1143299410,115.8855504706
387744,387744,22.3693216817,114.1148567690,368.7198740943
387745,387745,22.3693441964,114.1147541458,337.2403683422
387746,387746,22.3693850684,114.1146645214,315.8092322340
387747,387747,22.3693900012,114.1146946058,321.7664894266
387748,387748,22.3694897085,114.1143810626,124.4554091144
387749,387749,22.3693914795,114.1147504699,330.5744682165
387750,387750,22.3693697787,114.1147546030,335.8169463104
387751,387751,22.3693785095,114.1144809812,258.7193680091
387752,387752,22.3693818802,114.1145393135,283.1606118246
387753,387753,22.3693742733,114.1146365457,302.5817811704
387754,387754,22.3693625281,114.1147700763,344.2335766274
387755,387755,22.3693044862,114.1147447896,340.4818615255
387756,387756,22.3693706153,114.1147298452,327.9231288720
387757,387757,-nan,-nan,-nan
387758,387758,22.3695540137,114.1142649914,86.7940511138
387759,387759,22.3695281355,114.1141118071,40.4442751013
387760,387760,22.3694610030,114.1142798725,118.8710983166
387761,387761,22.3694386047,114.1143704799,138.3549799780
387762,387762,22.3694465769,114.1143513806,155.3891677618
387763,387763,22.3693291554,114.1146159745,327.1784655967
387764,387764,22.3693336495,114.1146313640,323.6233092471
387765,387765,22.3693451789,114.1145765661,323.9353522043
387766,387766,22.3693729455,114.1146136976,321.2182199686
387767,387767,22.3694769512,114.1143050189,114.7041321182
387768,387768,22.3695348356,114.1140380086,30.4723986460
387769,387769,22.3692993229,114.1146966022,347.8311794100
387770,387770,22.3692684672,114.1147047347,345.2361911256
387771,387771,22.3694804313,114.1141818125,71.7178242398
387772,387772,22.3692914394,114.1145590923,298.1693450030
387773,387773,22.3693471653,114.1146521733,311.5767809304
387774,387774,22.3694648278,114.1142934487,108.1113488280
387775,387775,22.3695032953,114.1142181478,79.2529218297
387776,387776,22.3695884161,114.1140515240,-30.9505061216
387777,387777,-nan,-nan,-6292741.6544055268
387778,387778,22.3694014572,114.1145171445,174.7588995430
387779,387779,-nan,-nan,-6292741.6544055268
387780,387780,22.3694294782,114.1143961282,86.5505447824
387781,387781,22.3694581129,114.1143569583,67.4403223351
387782,387782,22.3697382264,114.1140816780,2.6252580407
387783,387783,22.3695456081,114.1142467423,64.9811392545
387784,387784,-nan,-nan,-6292741.6544055268
387785,387785,-nan,-nan,-6292741.6544055268
387786,387786,22.3692523862,114.1148434428,357.0285872361
387787,387787,-nan,-nan,-6292741.6544055268
387788,387788,-nan,-nan,-6292741.6544055268
387789,387789,-nan,-nan,-6292741.6544055268
387790,387790,-nan,-nan,-6292741.6544055268
387791,387791,22.3693866597,114.1147721151,240.0602088431
387792,387792,-nan,-nan,-6292741.6544055268
387793,387793,-nan,-nan,-6292741.6544055268
387794,387794,-nan,-nan,-6292741.6544055268
387795,387795,22.3693506044,114.1148205943,284.6758428172
387796,387796,-nan,-nan,-6292741.6544055268
387797,387797,-nan,-nan,-6292741.6544055268
387798,387798,22.3693014716,114.1148513236,298.1278212635
387799,387799,22.3692990508,114.1148482668,297.8980558439
387800,387800,22.3695117850,114.1145435532,181.3711391187
387801,387801,22.3696204144,114.1147053865,186.3125128069
387802,387802,22.3697738663,114.1149203031,194.4552316929
387803,387803,-nan,-nan,-6292741.6544055268
387804,387804,-nan,-nan,-6292741.6544055268
387805,387805,-nan,-nan,-6292741.6544055268
387806,387806,-nan,-nan,-6292741.6544055268
387807,387807,-nan,-nan,-6292741.6544055268
387808,387808,-nan,-nan,-6292741.6544055268
387809,387809,-nan,-nan,-6292741.6544055268
387810,387810,-nan,-nan,-6292741.6544055268
387811,387811,-nan,-nan,-6292741.6544055268
387812,387812,-nan,-nan,-6292741.6544055268
387813,387813,-nan,-nan,-6292741.6544055268
387814,387814,22.3692917088,114.1146917789,-4.8885201453
387815,387815,22.3692893694,114.1146933858,-7.7714087297
387816,387816,22.3692917438,114.1147329936,7.6693825449
387817,387817,-nan,-nan,-6292741.6544055268
387818,387818,22.3688699520,114.1149893914,-129.6416821336
387819,387819,22.3689600152,114.1149775533,-97.3946932636
387820,387820,22.3691405842,114.1149223599,-32.3190456418
